directory_rank,project_name,builders,project_url,demo_url,is_citizen,primary_theme,visit_status,final_url,page_title,hosting_bucket,citizen_overlap_signal_count,citizen_overlap_signals,flag_prototype_disclosure,flag_multilingual,flag_plain_language_or_own_words,flag_voice_or_speech,flag_ai_chat_or_copilot,flag_consent_privacy_or_sharing,flag_tracking_status_deadline_or_next_step,flag_documents_evidence_or_records,flag_eligibility_rules_or_benefits,flag_offline_low_data_or_weak_network,flag_accessibility_signal,flag_life_event_signal,flag_explicit_actor_or_owner,flag_provenance_or_source_boundary,supplemental_evidence_basis,supplemental_demo_summary
122,On Record,Abhisar Pratap Singh,https://on-record-livid.vercel.app/,https://drive.google.com/file/d/14FJakb7odbgSuYYmYcsFCNz0bpykGi7m/view?usp=drive_link,False,"Life events, inheritance & family",loaded_visible_content,https://on-record-livid.vercel.app/,On Record | Family Continuity Services,Vercel,7,prototype_disclosure|multilingual|plain_language_or_own_words|consent_privacy_or_sharing|tracking_status_deadline_or_next_step|documents_evidence_or_records|life_event_signal,True,True,True,False,False,True,True,True,False,False,False,True,False,False,,
123,LaunchReady — Incorporation Readiness Navigator,Purohit Shivkumar Vijay,https://launchready-hackathon.shivpurohit460.chatgpt.site/,https://youtu.be/Zi22F5X9zPA,False,"Business, MSME & compliance",loaded_minimal_or_client_only,about:blank,,ChatGPT Sites,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
124,RTI Saathi,Tejaswi Raghavendra Banda & Akhil Suravarapu,https://rti-saathi-india.humble-venus-1659.chatgpt.site/,https://screenapp.io/app/v/XyTjoIF8C9,False,"RTI, courts, law & elections",loaded_minimal_or_client_only,https://rti-saathi-india.humble-venus-1659.chatgpt.site/,"RTI Saathi — Your right, made simple",ChatGPT Sites,1,multilingual,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,
125,Pension Saral,Neeja Suva & Vraj Chauhan,https://pension-saral.vercel.app/,https://drive.google.com/drive/folders/1U-TGmnxDIQH3A0u3YDWtJLKY1i_89Wp5?usp=sharing,False,"EPFO, pensions & employment claims",loaded_visible_content,https://pension-saral.vercel.app/,"Pension Saral — prove you are here, keep your pension",Vercel,5,prototype_disclosure|multilingual|documents_evidence_or_records|eligibility_rules_or_benefits|life_event_signal,True,True,False,False,False,False,False,True,True,False,False,True,False,False,,
126,CPGrams Reimagined,Rahul Vidyaprakash Keshervani,https://cpgrams-hackathon.vercel.app/,https://www.loom.com/share/b1c6dee7cf7b411abda6e937ae200ebf,False,Grievance & civic accountability,loaded_visible_content,https://cpgrams-hackathon.vercel.app/,"CPGrams — Grievances, made clear",Vercel,1,prototype_disclosure,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
127,FlightPath India,Agastya Patnaik,https://flightpath-india-pilot-journey.agastyapatnaik18.chatgpt.site/,https://drive.google.com/file/d/17FjFMPz3sjcFPLNCVHA9_bKqMKGy6Adk/view?usp=sharing,False,"Rail, transit & travel booking",loaded_visible_content,https://flightpath-india-pilot-journey.agastyapatnaik18.chatgpt.site/,FlightPath India — Pilot journey prototype,ChatGPT Sites,2,prototype_disclosure|documents_evidence_or_records,True,False,False,False,False,False,False,True,False,False,False,False,False,False,,
128,Seven Gates,Afreen Hossain,https://build-whatmovesindia.vercel.app/,https://youtu.be/TFRZGJLVbxQ,False,"EPFO, pensions & employment claims",loaded_visible_content,https://build-whatmovesindia.vercel.app/,Seven Gates · EPF claim status,Vercel,7,prototype_disclosure|multilingual|voice_or_speech|consent_privacy_or_sharing|tracking_status_deadline_or_next_step|documents_evidence_or_records|explicit_actor_or_owner,True,True,False,True,False,True,True,True,False,False,False,False,True,False,,
129,Hyperlocal Jobs,Kheersagar Patel,https://hyperlocaljobs.knowivate.com/,https://www.youtube.com/watch?v=uUDwtT1NKC4,False,"Education, jobs & skills",loaded_visible_content,https://hyperlocaljobs.knowivate.com/,Hyperlocal Jobs - Rural Employment Network,Other/custom,2,prototype_disclosure|consent_privacy_or_sharing,True,False,False,False,False,True,False,False,False,False,False,False,False,False,,
130,Case Companion - Revamped Bima Bharosa - A guided layer for India's insurance grievance system,Aayushi Singh,https://case-companion-blond.vercel.app/,https://drive.google.com/file/d/1anVE3-0vth0cgIoRRogaXdn7Yd2dZFYc/view?usp=sharing,False,Grievance & civic accountability,loaded_visible_content,https://case-companion-blond.vercel.app/,Case Companion,Vercel,3,prototype_disclosure|tracking_status_deadline_or_next_step|documents_evidence_or_records,True,False,False,False,False,False,True,True,False,False,False,False,False,False,,
131,Sah-Nagrik,Jayanth R Pawar & Basavaraju Venkata Kamalanabham,https://sah-nagrik.lovable.app/,https://drive.google.com/file/d/1UkUw6jpPU7bI9ABqAVbSfyhQK584xH-0/view?usp=sharing,False,"Health, emergency & accessibility",loaded_visible_content,https://sah-nagrik.lovable.app/,Sah-Nagrik — tell us what you're trying to get done,Other/custom,4,prototype_disclosure|plain_language_or_own_words|tracking_status_deadline_or_next_step|documents_evidence_or_records,True,False,True,False,False,False,True,True,False,False,False,False,False,False,,
132,EPFORedesign,Aman Singh Dadsena,https://epforedesign.vercel.app/,https://drive.google.com/uc?id=13We325E0O6UUq-9xNpM--bTy-IR3o17T&export=download,False,"EPFO, pensions & employment claims",loaded_visible_content,https://epforedesign.vercel.app/,EPF Member Portal — a redesign concept,Vercel,7,prototype_disclosure|multilingual|plain_language_or_own_words|tracking_status_deadline_or_next_step|documents_evidence_or_records|eligibility_rules_or_benefits|life_event_signal,True,True,True,False,False,False,True,True,True,False,False,True,False,False,,
133,JanMitra,Parth Gabale,https://janmitra-india.netlify.app/,https://drive.google.com/drive/folders/1S5WRnGOgka1xqIUOlvcvQk8zGDECJcJg?usp=sharing,False,Cross-service platforms & infrastructure,loaded_minimal_or_client_only,https://janmitra-india.netlify.app/,"JanMitra — Your voice, heard",Netlify,1,voice_or_speech,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,
134,Umang+,Pavani Rajula,https://effervescent-lolly-6ff3f9.netlify.app/,https://drive.google.com/file/d/1JjdBAi6BiUbG_720uqLhqU_QFZk91qR8/view?usp=sharing,False,Cross-service platforms & infrastructure,loaded_visible_content,https://effervescent-lolly-6ff3f9.netlify.app/,UMANG+ Concept Prototype,Netlify,6,prototype_disclosure|multilingual|consent_privacy_or_sharing|documents_evidence_or_records|eligibility_rules_or_benefits|accessibility_signal,True,True,False,False,False,True,False,True,True,False,True,False,False,False,,
135,Platform 10,Kushal Agarwal & Viresh Solanki,https://irctc-tatkal-revamp-showcase-applic.vercel.app/?tab=system,https://irctc-tatkal-revamp-showcase-applic.vercel.app/?tab=video,False,"Rail, transit & travel booking",loaded_visible_content,https://irctc-tatkal-revamp-showcase-applic.vercel.app/?tab=system,"Platform 10 · Tatkal, without the scramble",Vercel,2,consent_privacy_or_sharing|documents_evidence_or_records,False,False,False,False,False,True,False,True,False,False,False,False,False,False,,
136,Janam,Ankit Kumar,https://janam-app.vercel.app/,https://www.loom.com/share/64f44a29fd96427e8fb559c692fd311e,False,"Life events, inheritance & family",loaded_minimal_or_client_only,about:blank,,Vercel,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
137,Cyber Sahay,Shreyas Chakraborty,https://cyberproj-hackathon-web.vercel.app/,https://drive.google.com/file/d/1KK7opAVrGNfDFNv5arKcPHrkLWJdOjDR/view?usp=drivesdk,False,"Cybercrime, scams & public safety",loaded_visible_content,https://cyberproj-hackathon-web.vercel.app/,Citizen Cyber Support | Simulated NCRP rebuild,Vercel,4,prototype_disclosure|plain_language_or_own_words|ai_chat_or_copilot|tracking_status_deadline_or_next_step,True,False,True,False,True,False,True,False,False,False,False,False,False,False,,
138,tax-assist-prototype,Nilesh Das,https://tax-assist-prototype.vercel.app/,https://www.loom.com/share/f908570e967342a2ba079e1dd277b8cf,False,"Tax, GST & filings",loaded_visible_content,https://tax-assist-prototype.vercel.app/,tax-assist-prototype,Vercel,2,prototype_disclosure|ai_chat_or_copilot,True,False,False,False,True,False,False,False,False,False,False,False,False,False,,
139,Tatak,Gokul AP & Srivathsan Venkateswaran,https://app.tatak.tech/,https://drive.google.com/file/d/1l49tsuCL8y8cxvdmcxkg2e0wlnG8y8F4/view?usp=sharing,False,"Rail, transit & travel booking",loaded_visible_content,https://app.tatak.tech/,Tatak — Bengaluru transit,Other/custom,1,prototype_disclosure,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
140,Virasat,Shubham agarwal,https://crazysa.github.io/virasat-app/,https://youtu.be/96ZEXvvDX1k?si=A0Fve_6lejgq5WOw,False,"Life events, inheritance & family",loaded_visible_content,https://crazysa.github.io/virasat-app/,Virasat,GitHub Pages,4,prototype_disclosure|plain_language_or_own_words|consent_privacy_or_sharing|life_event_signal,True,False,True,False,False,True,False,False,False,False,False,True,False,False,,
141,Suraksha -- AI-Powered Cyber Fraud Safety Prototype,Subhadeep Das,https://suraksha-citizen-safety.onrender.com/,https://youtu.be/MjJlQCilDRQ,False,"Cybercrime, scams & public safety",loaded_visible_content,https://suraksha-citizen-safety.onrender.com/,"Suraksha | Cybercrime response, redesigned",Render,9,prototype_disclosure|multilingual|plain_language_or_own_words|voice_or_speech|ai_chat_or_copilot|consent_privacy_or_sharing|tracking_status_deadline_or_next_step|documents_evidence_or_records|offline_low_data_or_weak_network,True,True,True,True,True,True,True,True,False,True,False,False,False,False,,
142,CivicPulse,Kandhan Vs & Thaaneshvaran P D,https://civicpulse.kandhanvsk.workers.dev/,https://drive.google.com/file/d/1CcqdSnjpWDbbmV3VXjoWdy91Q7Hg4FLo/view,False,Grievance & civic accountability,loaded_visible_content,https://civicpulse.kandhanvsk.workers.dev/,"CivicPulse | When infrastructure knows, citizens should know",Cloudflare,3,prototype_disclosure|tracking_status_deadline_or_next_step|offline_low_data_or_weak_network,True,False,False,False,False,False,True,False,False,True,False,False,False,False,,
143,TatkalGuard,Keshav Agarwal & Prajapati Mayank,https://irctc-tockenizaition-yp9r.vercel.app/,https://drive.google.com/file/d/1NCyvh8ABBIOV54KRfMT9SrobGfZTDhcx/view?usp=drivesdk,False,"Rail, transit & travel booking",loaded_visible_content,https://irctc-tockenizaition-yp9r.vercel.app/,IRCTC Next-Gen Tatkal Ticket Booking System,Vercel,2,prototype_disclosure|ai_chat_or_copilot,True,False,False,False,True,False,False,False,False,False,False,False,False,False,,
144,Pramaan-Sahayak,Hardik Gupta,https://pramaan-sahayak.vercel.app/,https://drive.google.com/file/d/18Q8djscHSmMwmXMlGnS1xzg_MqT1fuHV/view?usp=sharing,False,"Identity, documents, passports & visas",loaded_visible_content,https://pramaan-sahayak.vercel.app/,Pramaan Sahayak — Jeevan Pramaan Assistant,Vercel,5,prototype_disclosure|multilingual|voice_or_speech|ai_chat_or_copilot|documents_evidence_or_records,True,True,False,True,True,False,False,True,False,False,False,False,False,False,,
145,khaali,Pranav raghavan C M & Ankith Gowda,https://khaali-production.up.railway.app/,https://www.loom.com/share/0eabb42d1d7949aebf3bbbabe9832a01,False,"Land, housing, utilities & environment",loaded_visible_content,https://khaali-production.up.railway.app/,,Other/custom,1,prototype_disclosure,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
146,Mundhu Tesuko,Revanth Reddy Chinthala,https://mundhu-tesuko.vercel.app/,https://mundhu-tesuko-demo.vercel.app/,False,Grievance & civic accountability,loaded_visible_content,https://mundhu-tesuko.vercel.app/,ముందు తెలుసుకో · Mundhu Tesuko,Vercel,1,prototype_disclosure,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,
147,Mera GST,Anay Somani,https://mera-gst.vercel.app/,https://www.loom.com/share/a402fa5418ff4cfe80312017d077d489,False,"Tax, GST & filings",loaded_visible_content,https://mera-gst.vercel.app/,MeraGST,Vercel,1,documents_evidence_or_records,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,
148,VerifyOnce,Divyesh Bakre,https://codex-project-navy.vercel.app/,https://drive.google.com/file/d/1v2Zh-XfVDUlO7jTPS-GoviJD__N06vPC/view?usp=sharing,False,Cross-service platforms & infrastructure,loaded_visible_content,https://codex-project-navy.vercel.app/,VerifyOnce — Government document verification,Vercel,3,multilingual|consent_privacy_or_sharing|documents_evidence_or_records,False,True,False,False,False,True,False,True,False,False,False,False,False,False,,
149,NATS-Copilot,Tanishka Suryawanshi & Rajat Viraj Adam,https://nats-copilot.vercel.app/,https://youtu.be/B1V_PA9kF9c?si=28F4uh2kcuHrnv1_,False,"Education, jobs & skills",loaded_visible_content,https://nats-copilot.vercel.app/,NATS Copilot Demo | Independent apprenticeship prototype,Vercel,8,prototype_disclosure|multilingual|plain_language_or_own_words|ai_chat_or_copilot|consent_privacy_or_sharing|tracking_status_deadline_or_next_step|documents_evidence_or_records|eligibility_rules_or_benefits,True,True,True,False,True,True,True,True,True,False,False,False,False,False,,
150,"NISHAN (Nidhi Investigation, Status, Help & Accountability Navigator)",Dhairya Bhosale,https://project-nishan.vercel.app/,https://drive.google.com/file/d/1dcQPvb4zT4ivBR09rm3frzvq0WQmrKGL/view?usp=sharing,False,"Benefits, loans & financial inclusion",loaded_visible_content,https://project-nishan.vercel.app/,NISHAN - PM-KISAN services,Vercel,4,prototype_disclosure|plain_language_or_own_words|tracking_status_deadline_or_next_step|documents_evidence_or_records,True,False,True,False,False,False,True,True,False,False,False,False,False,False,,
151,Seema Replay,Aman,https://seema-replay.vercel.app/,https://drive.google.com/file/d/1fEU5rQ0czglP9WV2TeRbq1icGt6mcQwA/view?usp=sharing,False,"Rail, transit & travel booking",loaded_visible_content,https://seema-replay.vercel.app/,Seema Replay — Understand the mismatch. Prepare the right question.,Vercel,3,prototype_disclosure|tracking_status_deadline_or_next_step|documents_evidence_or_records,True,False,False,False,False,False,True,True,False,False,False,False,False,False,,
152,SmartRoute,Nirmal Kumar Vinod Bhagatkar,https://msrtc-smartroute.vercel.app/,https://drive.google.com/file/d/1McqGzTv46mm1FjCmzw40obubY8tYXdqM/view?usp=sharing,False,Road transport & vehicles,loaded_visible_content,https://msrtc-smartroute.vercel.app/,SmartRoute — Intercity Transit Assistant,Vercel,2,prototype_disclosure|ai_chat_or_copilot,True,False,False,False,True,False,False,False,False,False,False,False,False,False,,
153,Bharat Career ID,Aman Maqsood,https://bharat-career-id.vercel.app/,https://drive.google.com/file/d/1eohEfFv9bXItAtTsVXsQnjk78G8agzXV/view?usp=sharing,False,"Education, jobs & skills",loaded_visible_content,https://bharat-career-id.vercel.app/,Bharat Career ID,Vercel,7,prototype_disclosure|ai_chat_or_copilot|consent_privacy_or_sharing|tracking_status_deadline_or_next_step|documents_evidence_or_records|eligibility_rules_or_benefits|provenance_or_source_boundary,True,False,False,False,True,True,True,True,True,False,False,False,False,True,,
154,Rationbolt,Awil moalim,https://rationbolt.vercel.app/,https://drive.google.com/file/d/1tUn8hhv2FDCO2vYD6EmsqVqwapHfL1iN/view?usp=drivesdk,False,"Agriculture, ration & rural livelihoods",loaded_visible_content,https://rationbolt.vercel.app/,RationBolt — Ration Without the Waiting,Vercel,4,prototype_disclosure|tracking_status_deadline_or_next_step|documents_evidence_or_records|accessibility_signal,True,False,False,False,False,False,True,True,False,False,True,False,False,False,,
155,DastaReady,Aman Maqsood,https://dastaready.vercel.app/,https://drive.google.com/file/d/1axM5l5YuqZWwUXdu2kXsVlSWjXBaBXdz/view?usp=sharing,False,"Identity, documents, passports & visas",loaded_visible_content,https://dastaready.vercel.app/,DastaReady — Evidence acceptance preflight,Vercel,4,prototype_disclosure|consent_privacy_or_sharing|documents_evidence_or_records|eligibility_rules_or_benefits,True,False,False,False,False,True,False,True,True,False,False,False,False,False,,
156,Bijli Hisaab,Aman Maqsood,https://bijli-hisaab.apexstack.chatgpt.site/,https://drive.google.com/file/d/1qKt-VHXQcWe6KyvC5pyqbKaJXvgWw_fS/view?usp=sharing,False,"Land, housing, utilities & environment",loaded_minimal_or_client_only,about:blank,,ChatGPT Sites,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
157,Sambandh,Zaara Aziz Rasheed,https://sambandh-liart.vercel.app/,https://drive.google.com/file/d/1y-hpSNUe04oY0YZaavirM_dTl5gaKdxN/view?usp=sharing,False,"Life events, inheritance & family",loaded_visible_content,https://sambandh-liart.vercel.app/,"Sambandh — one death, three benefits",Vercel,6,prototype_disclosure|multilingual|documents_evidence_or_records|eligibility_rules_or_benefits|accessibility_signal|life_event_signal,True,True,False,False,False,False,False,True,True,False,True,True,False,False,,
158,Saarthi — Parivahan Sewa,Nikunj Singh & Sehaj gaba,https://parivhan-revamp.netlify.app/,https://drive.google.com/file/d/1VBx9AHBVkx3LTUXfkwe8yWXbKJ2DOJT9/view?usp=sharing,False,Road transport & vehicles,loaded_visible_content,https://parivhan-revamp.netlify.app/,Parivahan Sewa — Learner's & Driving Licence · Redesign,Netlify,8,prototype_disclosure|voice_or_speech|tracking_status_deadline_or_next_step|documents_evidence_or_records|eligibility_rules_or_benefits|offline_low_data_or_weak_network|accessibility_signal|life_event_signal,True,False,False,True,False,False,True,True,True,True,True,True,False,False,,
159,Vapasi,Aman,https://vapasi.vercel.app/,https://drive.google.com/file/d/1lBPJ41M3tjVychcCQYaGzT7DYKG2YLIc/view?usp=sharing,False,"Tax, GST & filings",loaded_visible_content,https://vapasi.vercel.app/,Vapasi · What happened to the money that was frozen,Vercel,7,prototype_disclosure|multilingual|plain_language_or_own_words|tracking_status_deadline_or_next_step|documents_evidence_or_records|accessibility_signal|explicit_actor_or_owner,True,True,True,False,False,False,True,True,False,False,True,False,True,False,,
160,RightRoad,Aravind Sekar & Sathiya Narayanan,https://rightroad.vercel.app/,https://www.youtube.com/watch?v=FqDndi2WdOw,False,Road transport & vehicles,loaded_visible_content,https://rightroad.vercel.app/,Report a Road Issue | RightRoad,Vercel,2,prototype_disclosure|tracking_status_deadline_or_next_step,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,
161,RTI - Jaano — AI Citizen Guidance,Ahmed hussain khan,https://go-v-rti-ai-dev.vercel.app/,https://www.youtube.com/watch?v=e4y0WMjvCZA,False,"RTI, courts, law & elections",loaded_visible_content,https://go-v-rti-ai-dev.vercel.app/,RTI Guidance — Central Government,Vercel,8,prototype_disclosure|plain_language_or_own_words|ai_chat_or_copilot|consent_privacy_or_sharing|tracking_status_deadline_or_next_step|documents_evidence_or_records|eligibility_rules_or_benefits|life_event_signal,True,False,True,False,True,True,True,True,True,False,False,True,False,False,,
162,RailSaanjh,Shakti Nayak,https://tatkal-queue-deploy.vercel.app/,https://drive.google.com/file/d/1gJs968vaBqatFTA3t8Z5XuXL_UAbhOVa/view?usp=sharing,False,"Rail, transit & travel booking",loaded_visible_content,https://tatkal-queue-deploy.vercel.app/,RailSaanjh · Demo train booking,Vercel,3,prototype_disclosure|tracking_status_deadline_or_next_step|eligibility_rules_or_benefits,True,False,False,False,False,False,True,False,True,False,False,False,False,False,,
163,eCourt Services,Utkarsh Singh,https://ecourt-services.vercel.app/,https://www.loom.com/share/96f42bcc348d4852b22b6788c76f60a8,False,"RTI, courts, law & elections",loaded_visible_content,https://ecourt-services.vercel.app/,eCourt Services | Prototype,Vercel,7,prototype_disclosure|multilingual|plain_language_or_own_words|ai_chat_or_copilot|tracking_status_deadline_or_next_step|documents_evidence_or_records|accessibility_signal,True,True,True,False,True,False,True,True,False,False,True,False,False,False,,
164,Pension Restart,Yashdeep Jha,https://pension-restart.yashdeep-jha.site/,https://drive.google.com/file/d/1a6zZUspBwt-_uVmy9ygnjHH4MfBU_qbL/view?usp=sharing,False,"EPFO, pensions & employment claims",loaded_visible_content,https://pension-restart.yashdeep-jha.site/,Pension Restart — One call. Clear guidance.,Other/custom,8,prototype_disclosure|multilingual|plain_language_or_own_words|voice_or_speech|consent_privacy_or_sharing|tracking_status_deadline_or_next_step|documents_evidence_or_records|eligibility_rules_or_benefits,True,True,True,True,False,True,True,True,True,False,False,False,False,False,,
165,India Visa Online UX MVP,Sparsh Shandil & Shivam Aggarwal,https://6a924fc904c392188dd6af73--polite-palmier-b1c87c.netlify.app/,https://www.loom.com/share/5c2cf02a674c4b1ab3b57686becaa7fb,False,"Identity, documents, passports & visas",loaded_visible_content,https://6a924fc904c392188dd6af73--polite-palmier-b1c87c.netlify.app/,"India Visa Online | Apply, Track & Manage",Netlify,6,prototype_disclosure|plain_language_or_own_words|ai_chat_or_copilot|consent_privacy_or_sharing|tracking_status_deadline_or_next_step|documents_evidence_or_records,True,False,True,False,True,True,True,True,False,False,False,False,False,False,,
166,Citizen,Mithun Gowda H & Nishchay M Chandra,https://citizen-of-india.vercel.app/,https://www.youtube.com/watch?v=OuqARZ-FIg4,True,Cross-service platforms & infrastructure,loaded_visible_content,https://citizen-of-india.vercel.app/,Citizen | Independent prototype,Vercel,9,prototype_disclosure|multilingual|plain_language_or_own_words|ai_chat_or_copilot|consent_privacy_or_sharing|tracking_status_deadline_or_next_step|documents_evidence_or_records|eligibility_rules_or_benefits|life_event_signal,True,True,True,False,True,True,True,True,True,False,False,True,False,False,,
167,Skill Saathi AI (Skill Access and Action Through Human-centred Intelligence),Varun Dhamija,http://altivai.com/saathi,https://youtu.be/DYWXPgDf6go,False,"Education, jobs & skills",loaded_visible_content,https://altivai.com/saathi/,Skill SAATHI AI — one journey instead of five portals,Other/custom,6,prototype_disclosure|multilingual|voice_or_speech|ai_chat_or_copilot|documents_evidence_or_records|eligibility_rules_or_benefits,True,True,False,True,True,False,False,True,True,False,False,False,False,False,,
168,ClaimClarity,Manas Rajesh Desai & Tanish Suresh Dhende,https://claim-clarity-lake.vercel.app/,https://drive.google.com/file/d/1LJIrfejZwGTOhVnDfsEU-teOTDdKO_GP/view?usp=drivesdk,False,"Benefits, loans & financial inclusion",loaded_visible_content,https://claim-clarity-lake.vercel.app/,ClaimClarity,Vercel,3,prototype_disclosure|tracking_status_deadline_or_next_step|documents_evidence_or_records,True,False,False,False,False,False,True,True,False,False,False,False,False,False,,
169,Karz Setu,Arnav Madan & Aishwarya Pokharna,https://karz-setu.vercel.app/,https://www.loom.com/share/8228b6c6d96446ad8720132b8655ed37,False,"Benefits, loans & financial inclusion",loaded_visible_content,https://karz-setu.vercel.app/,Karz Setu,Vercel,3,prototype_disclosure|tracking_status_deadline_or_next_step|documents_evidence_or_records,True,False,False,False,False,False,True,True,False,False,False,False,False,False,,
170,Digi Locker Chatbot,Ankit Verma & Samarth Parija,https://digi-chatbot.vercel.app/,https://drive.google.com/file/d/1CyuAxjZkGVv34hhSOYrdSReRE0NitucP/view?usp=sharing,False,"Identity, documents, passports & visas",loaded_visible_content,https://digi-chatbot.vercel.app/,DigiLocker Navigator,Vercel,4,prototype_disclosure|plain_language_or_own_words|ai_chat_or_copilot|documents_evidence_or_records,True,False,True,False,True,False,False,True,False,False,False,False,False,False,,
171,Acres,Pragyanaaditya Borah & Samridh Singh,https://acres.jantra.app/,https://youtu.be/J7UUg5IMogI,False,"Land, housing, utilities & environment",loaded_visible_content,https://acres.jantra.app/,ACRES — land services in plain language,Other/custom,11,prototype_disclosure|plain_language_or_own_words|voice_or_speech|ai_chat_or_copilot|consent_privacy_or_sharing|tracking_status_deadline_or_next_step|documents_evidence_or_records|eligibility_rules_or_benefits|accessibility_signal|life_event_signal|explicit_actor_or_owner,True,False,True,True,True,True,True,True,True,False,True,True,True,False,,
172,Tax Mitra,Dhruvil Mistry,https://taxmitra.bydhruvil.in/,https://youtu.be/fbiKwkAtOcU,False,"Tax, GST & filings",loaded_visible_content,https://taxmitra.bydhruvil.in/,"Tax Mitra — Your tax notice, made understandable",Other/custom,7,prototype_disclosure|multilingual|plain_language_or_own_words|ai_chat_or_copilot|consent_privacy_or_sharing|tracking_status_deadline_or_next_step|documents_evidence_or_records,True,True,True,False,True,True,True,True,False,False,False,False,False,False,,
173,Seamless Aadhaar,Chintalapudi Greeshmanjali,https://seamless-aadhaar-1.onrender.com/,https://drive.google.com/file/d/1ds-kPel-BdaQTOVCZ48qvkPVv0F5AcxE/view?usp=drive_link,False,"Identity, documents, passports & visas",loaded_visible_content,https://seamless-aadhaar-1.onrender.com/,SEAMLESS — Resilient Child Enrolment,Render,2,prototype_disclosure|tracking_status_deadline_or_next_step,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,
174,GEZT,Rakshan S,https://gezt-chi.vercel.app/,https://www.loom.com/share/63c090e2c4bd4899a830a514e22b87ba,False,"Tax, GST & filings",loaded_visible_content,https://gezt-chi.vercel.app/,GEZT — Taxpayer Services,Vercel,6,prototype_disclosure|plain_language_or_own_words|tracking_status_deadline_or_next_step|documents_evidence_or_records|offline_low_data_or_weak_network|accessibility_signal,True,False,True,False,False,False,True,True,False,True,True,False,False,False,,
175,Surakhsa,Aswin Kumar Behera,https://surakhsa.netlify.app/,https://youtu.be/KkbjW5iydJE,False,"Cybercrime, scams & public safety",loaded_visible_content,https://surakhsa.netlify.app/,Surakhsa — Report a cyber crime,Netlify,5,prototype_disclosure|plain_language_or_own_words|tracking_status_deadline_or_next_step|offline_low_data_or_weak_network|accessibility_signal,True,False,True,False,False,False,True,False,False,True,True,False,False,False,,
176,NakshaFix,Harsh Karanpuria,https://nakshafix.kuku0107.chatgpt.site/india-map,https://www.loom.com/share/34c56d3a09304b00a47edb31c9582720,False,"Land, housing, utilities & environment",loaded_minimal_or_client_only,about:blank,,ChatGPT Sites,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
177,Challan Nyay,Srimaan Shreyas,https://challan-nyay.vercel.app/,https://drive.google.com/file/d/14DjfT9nMizj-_JxMlehqGezXbpJRX7lT/view?usp=sharing,False,Road transport & vehicles,loaded_visible_content,https://challan-nyay.vercel.app/,Challan Nyay — Synthetic Demo,Vercel,5,prototype_disclosure|multilingual|tracking_status_deadline_or_next_step|documents_evidence_or_records|accessibility_signal,True,True,False,False,False,False,True,True,False,False,True,False,False,False,,
178,Agent Setu — The Best Government Interface Is No Government Interface,Mahipal Singh Matharu,https://agent-setu.vercel.app/,https://drive.google.com/file/d/1GjnHpNQ0SF1BHnTcQkTIHXT8KKqolsPL/view?usp=sharing,False,Cross-service platforms & infrastructure,loaded_visible_content,https://agent-setu.vercel.app/,Agent Setu — Agent-ready government services,Vercel,5,prototype_disclosure|ai_chat_or_copilot|tracking_status_deadline_or_next_step|documents_evidence_or_records|life_event_signal,True,False,False,False,True,False,True,True,False,False,False,True,False,False,,
179,NSP Sunlight,Anuj Jain,https://hackerthon-pearl.vercel.app/,https://www.loom.com/share/13c33fd09bf14da780df127ffab17975,False,"Benefits, loans & financial inclusion",loaded_visible_content,https://hackerthon-pearl.vercel.app/,NSP Sunlight — A Scholarship Portal You Can See Through,Vercel,4,prototype_disclosure|plain_language_or_own_words|tracking_status_deadline_or_next_step|documents_evidence_or_records,True,False,True,False,False,False,True,True,False,False,False,False,False,False,,
180,DocBridge,Satya Dileep Kumar thotakura,https://incredible-taffy-db08a6.netlify.app/,https://drive.google.com/file/d/1A2hVhebqUdDYSRqY5JrukGsw0jXxzk7c/view?usp=sharing,False,"Identity, documents, passports & visas",loaded_visible_content,https://incredible-taffy-db08a6.netlify.app/,DocBridge - Smart Document Upload Middleware,Netlify,4,ai_chat_or_copilot|consent_privacy_or_sharing|documents_evidence_or_records|eligibility_rules_or_benefits,False,False,False,False,True,True,False,True,True,False,False,False,False,False,,
181,Adhikar — Government Application Copilot,Urranki Nikhil,https://adhikar-frontend.vercel.app/,https://www.loom.com/share/92cf471e4c2347b78247b223f5423f8c,False,Cross-service platforms & infrastructure,loaded_visible_content,https://adhikar-frontend.vercel.app/,"Adhikar — know what is yours, and what to do next",Vercel,7,prototype_disclosure|multilingual|plain_language_or_own_words|ai_chat_or_copilot|tracking_status_deadline_or_next_step|documents_evidence_or_records|eligibility_rules_or_benefits,True,True,True,False,True,False,True,True,True,False,False,False,False,False,,
